book,chapter,verse,text
Testament of Asher,3,1,"But do not ye, my children, wear two faces like unto them, of goodness and of wickedness; but"
Testament of Asher,3,2,"cleave unto goodness only, for God hath his habitation therein, and men desire it. But from wickedness flee away, destroying the (evil) inclination by your good works; for they that are double-faced serve not God, but their own lusts, so that they may please Beliar and men like unto themselves."
Testament of Asher,4,1,"For good men, even they that are of single face, though they be thought by them that are double"
Testament of Asher,4,2,"faced to sin, are just before God. For many in killing the wicked do two works, of good and evil;"
Testament of Asher,4,3,"but the whole is good, because he hath uprooted and destroyed that which is evil. One man hateth the merciful and unjust man, and the man who committeth adultery and fasteth: this, too, hath a two fold aspect, but the whole work is good, because he followeth the Lord's example, in that he"
Testament of Asher,4,4,"accepteth not the seeming good as the genuine good. Another desireth not to see a good day with them that riot, lest he defile his body and pollute his soul: this, too, is double- faced, but the whole is"
Testament of Asher,4,5,"good. For such men are like to stags and to hinds, because in the manner of wild animals they seem to be unclean, but they are altogether clean; because they walk in zeal for the Lord and abstain from what God also hateth and forbiddeth by His commandments, warding off the evil from the good."
Testament of Asher,5,1,"Ye see, my children, how that there are two in all things, one against the other, and the one is hidden by the other: in wealth (is hidden) covetousness, in conviviality drunkenness, in laughter"
Testament of Asher,5,2,"grief, in wedlock profligacy. Death succeedeth to life, dishonour to glory, night to day, and darkness to light; [and all things are under the day, just things under life, unjust things under"
Testament of Asher,5,3,"death;] wherefore also eternal life awaiteth death. Nor may it be said that truth is a lie, nor"
Testament of Asher,5,4,"right wrong; for all truth is under the light, even as all things are under God. All these things, therefore, I proved in my life, and I wandered not from the truth of the Lord, and I searched out the commandments of the Most High, walking according to all my strength with singleness of face unto that which is good."
Testament of Asher,6,1,"Take heed, therefore, ye also, my children, to the commandments of the Lord, following the truth"
Testament of Asher,6,2,"with singleness of face. For they that are double-faced are guilty of a twofold sin; for they both do the evil thing and they have pleasure in them that do it, following the example of the spirits of"
Testament of Asher,6,3,"deceit, and striving against mankind. Do ye, therefore, my children, keep the law of the Lord, and give not heed unto evil as unto good; but look unto the thing that is really good, and keep it in all"
Testament of Asher,6,4,"commandments of the Lord, having your conversation therein, and resting therein. For the latter ends of men do show their righteousness (or unrighteousness), when they meet the angels of the"
Testament of Asher,6,5,"Lord and of Satan. For when the soul departs troubled, it is tormented by the evil spirit which also it served in lusts and evil works."
Testament of Asher,6,6,"But if he is peaceful with joy he meeteth the angel of peace, and he leadeth him into eternal life."
Testament of Asher,7,1,"Become not, my children, as Sodom, which sinned against the angels of the Lord, and perished for"
Testament of Asher,7,2,"ever. For I know that ye shall sin, and be delivered into the hands of your enemies; and your land shall be made desolate, and your holy places destroyed, and ye shall be scattered unto the four"
Testament of Asher,7,3,"corners of the earth. And ye shall be set at nought in the dispersion vanishing away as water. Until the Most High shall visit the earth, coming Himself [as man, with men eating and drinking, and breaking the head of the dragon in the water. He shall save Israel and all the Gentiles [God speaking in"
Testament of Asher,7,4,"the person of man]. [Therefore do ye also, my children, tell these things to your children, that they"
Testament of Asher,7,5,"disobey Him not. For I have known that ye shall assuredly be disobedient, and assuredly act ungodly, not giving heed to the law of God, but to the commandments of men, being corrupted"
Testament of Asher,7,6,"through wickedness. And therefore shall ye be scattered as Gad and Dan my brethren, and ye shall"
Testament of Asher,7,7,"know not your lands, tribe, and tongue. But the Lord will gather you together in faith through His tender mercy, and for the sake of Abraham, Isaac, and Jacob.]"
Testament of Asher,8,1,"And when he had said these things unto them he commanded them, saying: Bury me in Hebron."
Testament of Asher,8,2,"And he fell asleep and died at a good old age. And his sons did as he had commanded them, and they carried him up to Hebron, and buried him with his fathers. 1 1"
Testament of Joseph,2,1,"And this chief captain of Pharaoh entrusted to me his house. And I struggled against a shameless woman, urging me to transgress with her; but the God of Israel my father delivered me from 3 the burning flame. I was cast into prison, I was beaten,"
Testament of Joseph,2,2,"And this chief captain of Pharaoh entrusted to me his house. And I struggled against a shameless woman, urging me to transgress with her; but the God of Israel my father delivered me from 3 the burning flame. I was cast into prison, I was beaten,"
Testament of Joseph,2,4,"For the Lord doth not forsake them that fear Him, Neither in darkness, nor in bonds, nor in tribulations, nor in necessities."
Testament of Joseph,2,5,"For God is not put to shame as a man, Nor as the son of man is he afraid, Nor as one that is earth-born is He [weak or] affrighted."
Testament of Joseph,2,6,"But in all those things doth He give protection, And in divers ways doth He comfort, (Though) for a little space He departeth to try the inclination of the soul."
Testament of Joseph,2,7,"In ten temptations He showed me approved, And in all of them I endured; For endurance is a mighty charm, And patience giveth many good things."
Testament of Joseph,3,1,"How often did the Egyptian woman threaten me with death! How often did she give me over to punishment, and then call me back and threaten me, and when I was unwilling to company with"
Testament of Joseph,3,2,"her, she said to me: Thou shalt be lord of me, and all that is in my house, if thou wilt give thyself"
Testament of Joseph,3,3,"unto me, and thou shalt be as our master. But I remembered the words of my father, and going"
Testament of Joseph,3,4,"into my chamber, I wept and prayed unto the Lord. And I fasted in those seven years, and I appeared to the Egyptians as one living delicately, for they that fast for God's sake receive beauty of face."
Testament of Joseph,3,5,"And if my lord were away from home, I drank no wine; nor for three days did I take my food, but"
Testament of Joseph,3,6,"I gave it to the poor and sick. And I sought the Lord early, and I wept for the Egyptian woman of Memphis, for very unceasingly did she trouble me, for also at night she came to me under pretence of visiting me."
Testament of Joseph,3,7,"And because she had no male child she pretended to regard me as a son, and so I prayed to the Lord, and she bare a male child."
Testament of Joseph,3,8,"And for a time she embraced me as a son, and I knew it not; but later, she sought to draw me"
Testament of Joseph,3,9,"into fornication. And when I perceived it I sorrowed unto death; and when she had gone out, I came to myself, and lamented for her many days, because I recognized her guile and her deceit."
Testament of Joseph,3,10,"And I declared unto her the words of the Most High, if haply she would turn from her evil lust."
Testament of Joseph,4,1,"Often, therefore, did she flatter me with words as a holy man, and guilefully in her talk praise my"
Testament of Joseph,4,2,"chastity before her husband, while desiring to ensnare me when we were alone. For she lauded me openly as chaste, and in secret she said unto me: Fear not my husband; for he is persuaded concerning"
Testament of Joseph,4,3,"thy chastity: for even should one tell him concerning us, he would not believe. Owing to all these things I lay upon the ground, and besought God that the Lord would deliver me from her"
Testament of Joseph,4,4,"deceit. And when she had prevailed nothing thereby, she came again to me under the plea of"
Testament of Joseph,4,5,"instruction, that she might learn the word of God. And she said unto me: If thou willest that I should leave my idols, lie with me, and I will persuade my husband to depart from his idols, and"
Testament of Joseph,4,6,"we will walk in the law of thy Lord. And I said unto her: The Lord willeth not that those who reverence Him should be in uncleanness, nor doth He take pleasure in them that commit adultery,"
Testament of Joseph,4,7,"but in those that approach Him with a pure heart and undefiled lips. But she held her peace,"
Testament of Joseph,4,8,"longing to accomplish her evil desire. And I gave myself yet more to fasting and prayer, that the Lord might deliver me from her."
Testament of Joseph,5,1,"And again, at another time she said unto me: If thou wilt not commit adultery, I will kill my"
Testament of Joseph,5,2,"husband by poison; and take thee to be my husband. I therefore, when I heard this, rent my garments, and said unto her: Woman, reverence God, and do not this evil deed, lest thou be"
Testament of Joseph,5,3,"destroyed; for know indeed that I will declare this thy device unto all men. She therefore, being"
Testament of Joseph,5,4,"afraid, besought that I would not declare this device. And she departed soothing me with gifts, and sending to me every delight of the sons of men."
Testament of Joseph,6,1,"And afterwards she sent me food mingled with enchantments. And when the eunuch who brought it came, I looked up and beheld a terrible man giving me with the dish a sword, and 3 I perceived that (her) scheme was to beguile me. And when he had gone out I wept, nor did 4 I taste that or any other of her food. So then after one day she came to me and observed the food, 5 and said unto me: Why is it that thou hast not eaten of the food? And I said unto her: It is because thou hast filled it with deadly enchantments; and how saidst thou: I come not near to 6 idols, but to the Lord alone. Now therefore know that the God of my father hath revealed unto me by His angel thy wickedness, and I have kept it to convict thee, if haply thou mayst see and repent. 7 But that thou mayst learn that the wickedness of the ungodly hath no power over them that worship God with chastity, behold I will take of it and eat before thee."
Testament of Joseph,6,2,"And afterwards she sent me food mingled with enchantments. And when the eunuch who brought it came, I looked up and beheld a terrible man giving me with the dish a sword, and 3 I perceived that (her) scheme was to beguile me. And when he had gone out I wept, nor did 4 I taste that or any other of her food. So then after one day she came to me and observed the food, 5 and said unto me: Why is it that thou hast not eaten of the food? And I said unto her: It is because thou hast filled it with deadly enchantments; and how saidst thou: I come not near to 6 idols, but to the Lord alone. Now therefore know that the God of my father hath revealed unto me by His angel thy wickedness, and I have kept it to convict thee, if haply thou mayst see and repent. 7 But that thou mayst learn that the wickedness of the ungodly hath no power over them that worship God with chastity, behold I will take of it and eat before thee."
Testament of Joseph,6,8,"And when she saw this she fell upon her face at my feet, weeping; and I raised her up and admonished her. And she promised to do this iniquity no more."
Testament of Joseph,7,1,"But her heart was still set upon evil, and she looked around how to ensnare me, and sighing deeply she became downcast, though she was not sick."
Testament of Joseph,7,2,"And when her husband saw her, he said unto her: Why is thy countenance fallen? And she said unto him: I have a pain at my heart, and the groanings of my spirit oppress me; and so"
Testament of Joseph,7,3,"he comforted her who was not sick. Then, accordingly seizing an opportunity, she rushed unto me while her husband was yet without, and said unto me: I will hang myself, or cast myself over a cliff,"
Testament of Joseph,7,4,"if thou wilt not lie with me. And when I saw the spirit of Beliar was troubling her, I prayed unto"
Testament of Joseph,7,5,"the Lord, and said unto her: Why, wretched woman, art thou troubled and disturbed, blinded through, sins? Remember that if thou kill thyself, Asteho, the concubine of thy husband, thy rival,"
Testament of Joseph,7,6,"will beat thy children, and thou wilt destroy thy memorial from off the earth. And she said unto me: Lo, then thou lovest me; let this suffice me: only strive for my life and my children, and"
Testament of Joseph,7,7,I expect that I shall enjoy my desire also. But she knew not that because of my lord I spake
Testament of Joseph,7,8,"thus, and not because of her. For if a man hath fallen before the passion of a wicked desire and become enslaved by it, even as she, whatever good thing he may hear with regard to that passion, he receiveth it with a view to his wicked desire."
Testament of Joseph,8,1,"I declare, therefore, unto you, my children, that it was about the sixth hour when she departed from me; and I knelt before the Lord all day, and all the night; and about dawn I rose up, weeping"
Testament of Joseph,8,2,"the while and praying for a release from her. At last, then, she laid hold of my garments, forcibly dragging me to have connexion with her. 3 When, therefore, I saw that in her madness she was holding fast to my garment, I left it behind, and fled away naked."
Testament of Joseph,8,4,"And holding fast to the garment she falsely accused me, and when her husband came he cast me into prison in his house; and on the morrow he scourged me and sent me into Pharaoh's prison."
Testament of Joseph,8,5,"And when I was in bonds, the Egyptian woman was oppressed with grief, and she came and heard how I gave thanks unto the Lord and sang praises in the abode of darkness, and with glad voice rejoiced, glorifying my God that I was delivered from the lustful desire of the Egyptian woman."
Testament of Joseph,9,1,"And often hath she sent unto me saying: Consent to fulfill my desire, and I will release thee from thy bonds, and I will free thee from the darkness. And not even in thought did I incline unto"
Testament of Joseph,9,2,"her. For God loveth him who in a den of wickedness combines fasting with chastity, rather than the man who in kings' chambers combines luxury with licence. And if a man liveth in chastity, and desireth also glory, and the Most High knoweth that it is expedient for him, He bestoweth this"
Testament of Joseph,9,3,"also upon me. How often, though she were sick, did she come down to me at unlooked for times,"
Testament of Joseph,9,5,"and listened to my voice as I prayed! And when I heard her groanings I held my peace. For when I was in her house she was wont to bare her arms, and breasts, and legs, that I might lie with her; for she was very beautiful, splendidly adorned in order to beguile me. And the Lord guarded me from her devices."
Testament of Joseph,10,1,"Ye see, therefore, my children, how great things patience worketh, and prayer with fasting. So ye too, if ye follow after chastity and purity with patience and prayer, with fasting in humility of 3 heart, the Lord will dwell among you, because He loveth chastity. And wheresoever the Most High dwelleth, even though envy, or slavery, or slander befalleth (a man), the Lord who dwelleth in him, for the sake of his chastity not only delivereth him from evil, but also exalteth him even as me. 4, 5 For in every way the man is lifted up, whether in deed, or in word, or in thought. My brethren knew how my father loved me, and yet I did not exalt myself in my mind: although I was a child, 6 I had the fear of God in my heart; for I knew that all things would pass away. And I did nor raise myself (against them) with evil intent, but I honoured my brethren; and out of respect for them, even when I was being sold, I refrained from telling the Ishmaelites that I was a son of Jacob, a great man and a mighty."
Testament of Joseph,10,2,"Ye see, therefore, my children, how great things patience worketh, and prayer with fasting. So ye too, if ye follow after chastity and purity with patience and prayer, with fasting in humility of 3 heart, the Lord will dwell among you, because He loveth chastity. And wheresoever the Most High dwelleth, even though envy, or slavery, or slander befalleth (a man), the Lord who dwelleth in him, for the sake of his chastity not only delivereth him from evil, but also exalteth him even as me. 4, 5 For in every way the man is lifted up, whether in deed, or in word, or in thought. My brethren knew how my father loved me, and yet I did not exalt myself in my mind: although I was a child, 6 I had the fear of God in my heart; for I knew that all things would pass away. And I did nor raise myself (against them) with evil intent, but I honoured my brethren; and out of respect for them, even when I was being sold, I refrained from telling the Ishmaelites that I was a son of Jacob, a great man and a mighty."
Testament of Joseph,11,1,"Do ye also, my children, have the fear of God in all your works before your eyes, and honour"
Testament of Joseph,11,2,"your brethren. For every one who doeth the law of the Lord shall be loved by Him. And when I came to the Indocolpitae with the Ishmaelites, they asked me, saying: Art thou a slave? And"
Testament of Joseph,11,3,"I said that I was a home-born slave, that I might not put my brethren to shame. And the eldest of them said unto me: Thou art not a slave, for even thy appearance doth make it manifest. But"
Testament of Joseph,11,4,"I said that I was their slave. Now when we came into Egypt they strove concerning me, which of"
Testament of Joseph,11,5,them should buy me and take me. Therefore it seemed good to all that I should remain in Egypt
Testament of Joseph,11,6,"with the merchant of their trade, until they should return bringing merchandise. And the Lord"
Testament of Joseph,11,7,"gave me favour in the eyes of the merchant, and he entrusted unto me his house. And God blessed"
Testament of Joseph,11,8,"him by my means, and increased him in gold and silver and in household servants. And I was with him three months and five days."
Testament of Joseph,12,1,"And about that time the Memphian woman, the wife of Pentephri, came down in a chariot, with"
Testament of Joseph,12,2,"great pomp, because she had heard from her eunuchs concerning me. And she told her husband that the merchant had become rich by means of a young Hebrew, and they say that he had assuredly"
Testament of Joseph,12,3,"been stolen out of the land of Canaan. Now, therefore, render justice unto him, and take away the youth to thy house; so shall the God of the Hebrews bless thee, for grace from heaven is upon him."
Testament of Joseph,13,1,"And Pentephris was persuaded by her words, and commanded the merchant to be brought, and said unto him: What is this that I hear concerning thee, that thou stealest persons out of the land"
Testament of Joseph,13,2,"of Canaan, and sellest them for slaves? But the merchant fell at his feet, and besought him, saying:"
Testament of Joseph,13,3,"I beseech thee, my lord, I know not what thou sayest. And Pentephris said unto him: Whence, then, is the Hebrew slave? And he said: The Ishmaelites entrusted him unto me until they should return."
Testament of Joseph,13,4,"But he believed him not, but commanded him to be stripped and beaten. And when he persisted"
Testament of Joseph,13,5,"in this statement, Pentephris said: Let the youth be brought. And when I was brought in, I did"
Testament of Joseph,13,6,obeisance to Pentephris (for he was third in rank of the officers of Pharaoh). And he took me apart
Testament of Joseph,13,7,"from him, and said unto me: Art thou a slave or free? And I said: A stave. And he said:"
Testament of Joseph,13,8,Whose? And I said: The Ishmaelites. And he said: How didst thou become their slave? And
Testament of Joseph,13,9,I said: They bought me out of the land of Canaan. And he said unto me: Truly thou liest; and strightway he commanded me to be stripped and beaten.
Testament of Joseph,14,1,"Now the Memphian woman was looking through a window at me while I was being beaten, for her house was near, and she sent unto him saying: Thy judgement is unjust; for thou dost punish"
Testament of Joseph,14,2,"a free man who hath been stolen, as though he were a transgressor. And when I made no change in my statement, though I was beaten, he ordered me to be imprisoned, until, he said, the owners"
Testament of Joseph,14,3,of the boy should come. And the woman said unto her husband: Wherefore dost thou detain the
Testament of Joseph,14,4,"captive and well- born lad in bonds, who ought rather to be set at liberty, and be waited upon? For"
Testament of Joseph,14,5,"she wished to see me out of a desire of sin, but I was ignorant concerning all these things. And he said to her: It is not the custom of the Egyptians to take that which belongeth to others before"
Testament of Joseph,14,6,"proof is given. This, therefore, he said concerning the merchant; but as for the lad, he must be imprisoned."
Testament of Joseph,15,1,Now after four and twenty days came the Ishmaelites; for they had heard that Jacob my father
Testament of Joseph,15,2,"was mourning much concerning me. And they came and said unto me: How is it that thou saidst that thou wast a slave? and lo, we have learnt that thou art the son of a mighty man in the land of"
Testament of Joseph,15,3,"Canaan, and thy father still mourneth for thee in sackcloth and ashes. When I heard this my bowels were dissolved and my heart melted, and I desired greatly to weep, but I restrained myself, that I should not put my brethren to shame. And I said unto them, I know not, I am a slave. 4,"
Testament of Joseph,15,5,"Then, therefore, they took counsel to sell me, that I should not be found in their hands. For they feared my father, lest he [should come and] execute upon them a grievous vengeance. For they had"
Testament of Joseph,15,6,heard that he was mighty with God and with men. Then said the merchant unto them: Release
Testament of Joseph,15,7,"me from the judgement of Pentiphri. And they came and requested me, saying: Say that thou wast bought by us with money, and he will set us free."
Testament of Joseph,16,1,"Now the Memphian woman said to her husband: Buy the youth; for I hear, said she, that they are selling him."
Testament of Joseph,16,2,"And straightway she sent a eunuch to the 3 Ishmaelites, and asked them to sell me. But since the eunuch would not agree to buy me (at their price) he returned, having made trial of them, and he made known to his mistress that they asked a large price for their slave."
Testament of Joseph,16,4,"And she sent another eunuch, saying: Even though they demand two minas, give them, do not spare the gold; only buy the boy, and bring him to me."
Testament of Joseph,16,5,"The eunuch therefore went and gave them eighty pieces of gold, and he received me; but to the Egyptian woman he said: I have given a hundred."
Testament of Joseph,16,6,"And though I knew (this) I held my peace, lest the eunuch should be put to shame."
Testament of Joseph,17,1,"Ye see, therefore, my children, what great things I endured that I should not put my brethren to"
Testament of Joseph,17,2,"shame. Do ye also, therefore love one another, and with long- suffering hide ye one another's"
Testament of Joseph,17,3,"faults. For God delighteth in the unity of brethren, and in the purpose of a heart that takes"
Testament of Joseph,17,4,pleasure in love. And when my brethren came into Egypt they learnt that I had returned their
Testament of Joseph,17,5,"money unto them, and upbraided them not, and comforted them. And after the death of Jacob my father I loved them more abundantly, and all things whatsoever he commanded I did very"
Testament of Joseph,17,6,"abundantly for them, And I suffered them not to be afflicted in the smallest matter; and all that"
Testament of Joseph,17,7,"was in my hand I gave unto them. And their children were my children, and my children as their servants; and their life was my life, and all their suffering was my suffering, and all their sickness"
Testament of Joseph,17,8,"was my infirmity. My land was their land, and their counsel my counsel. And I exalted not myself among them in arrogance because of my worldly glory, but I was among them as one of the least."
Testament of Joseph,18,1,"If ye also, therefore, walk in the commandments of the Lord, my children, He will exalt you there,"
Testament of Joseph,18,2,"and will bless you with good things for ever and ever. And if any one seeketh to do evil unto you,"
Testament of Joseph,18,3,"do well unto him, and pray for him, and ye shall be redeemed of the Lord from all evil. [For], behold, ye see that out of my humility and long -suffering I took unto wife the daughter of the priest of Heliopolis. And a hundred talents of gold were given me with her, and the Lord made"
Testament of Joseph,18,4,"them to serve me. And He gave me also beauty as a flower beyond the beautiful ones of Israel; and He preserved me unto old age in strength and in beauty, because I was like in all things to Jacob."
Testament of Joseph,19,1,"Hear ye, therefore, me vision which I saw."
Testament of Joseph,19,2,"I saw twelve harts feeding. And nine of them were dispersed. Now the three were preserved, but on the following day they also were dispersed."
Testament of Joseph,19,3,"And I saw that the three harts became three lambs, and they cried to the Lord, and He brought them forth into a flourishing and well watered place, yea He brought them out of darkness into light."
Testament of Joseph,19,4,"And there they cried unto the Lord until there gathered together unto them the nine harts, and they became as twelve sheep, and after a little time they increased and became many"
Testament of Joseph,19,5,"flocks. And after these things I saw and behold, twelve bulls were sucking one cow, which produced a sea of milk, and there drank thereof the twelve flocks and innumerable herds."
Testament of Joseph,19,6,"And the horns of the fourth bull went up unto heaven and became as a wall for the flocks, and in the midst of the two horns there grew"
Testament of Joseph,19,7,"another horn. And I saw a bull calf which surrounded them twelve times, and it became a help to the bulls wholly."
Testament of Joseph,19,8,"And I saw in the midst of the horns a virgin [wearing a many-coloured garment, and from her] went forth a lamb; and on his right (was as it were a lion; and) all the beasts and all the reptiles rushed (against him), and the lamb over"
Testament of Joseph,19,9,"came them and destroyed them. And the bulls rejoiced because of him, and the cow [and the"
Testament of Joseph,19,10,harts] exulted together with them. And these
Testament of Joseph,19,11,"things must come to pass in their season. Do ye therefore, my children, observe the commandments of the Lord, and honour Levi and Judah; for from them shall arise unto you [the Lamb of God, who taketh away the sin of the world] one who saveth [all the Gentiles and] Israel."
Testament of Joseph,19,12,"For His kingdom is an everlasting kingdom, which shall not pass away; but my kingdom among you shall come to an end as a watcher's hammock, which after the summer disappeareth. 20 1For I know that after my death the Egyptians will afflict you, but God will avenge you, and will"
Testament of Benjamin,2,1,"And when I went into Egypt, to Joseph, and my brother recognized me, he said unto me:"
Testament of Benjamin,2,2,"What did they tell my father when they sold me ? And I said unto him, They dabbled thy coat with blood and sent it, and said: Know whether this be thy son's coat."
Testament of Benjamin,2,3,"And Joseph said unto me: Even so, brother, the Canaanite merchants stole me by force,"
Testament of Benjamin,2,4,"And it came to pass that as they went on their way they concealed my garment, as though a wild beast had met"
Testament of Benjamin,2,5,me and slain me. And so his associates sold me to the Ishmaelites.
Testament of Benjamin,2,6,And they did not lie in saying this. For he wished to conceal from me the deeds of my brethren. And he called to him his brethren and said:
Testament of Benjamin,2,7,"Do not tell my father what ye have done unto me, but tell him"
Testament of Benjamin,2,8,"as I have told Benjamin. And let the thoughts among you be such, and let not these things come to the heart of my father."
Testament of Benjamin,3,1,"Do ye also, therefore, my children, love the Lord God of heaven and earth, and keep His commandments, following the example of the good and holy man Joseph. 2 And let your mind be unto good, even as ye know me; for he that hath his mind right seeth"
Testament of Benjamin,3,3,"all things rightly. Fear ye the Lord, and love your neighbour; and even though the spirits of Beliar claim you to afflict you with every evil, yet shall they not have dominion over you, even"
Testament of Benjamin,3,4,"as they had not over Joseph my brother. How many men wished to slay him, and God shielded him! For he that feareth God and loveth his neighbour cannot be smitten by the spirit of"
Testament of Benjamin,3,5,"Beliar, being shielded by the fear of God. Nor can he be ruled over by the device of men or beasts, for he is helped by the Lord through the love which he hath towards his neighbour."
Testament of Benjamin,3,6,"For Joseph also besought our father that he would pray for his brethren, that the Lord would"
Testament of Benjamin,3,7,"not impute to them as sin whatever evil they had done unto him. And thus Jacob cried out: My good child, thou hast prevailed over the bowels of thy father Jacob. And he embraced him, and kissed him for two hours, saying:"
Testament of Benjamin,3,8,"In thee shall be fulfilled the prophecy of heaven [concerning the Lamb of God, and Saviour of the world], and that a blameless one shall be delivered up for lawless men, and a sinless one shall die for ungodly men [in the blood of the covenant. for the salvation of the Gentiles and of Israel, and shall destroy Beliar and his servants]."
Testament of Benjamin,4,1,"See ye, therefore, my children, the end of the good man? Be followers of his compassion, therefore,"
Testament of Benjamin,4,2,"with a good mind, that ye also may wear crowns of glory. For the good man hath not"
Testament of Benjamin,4,3,"a dark eye; for he showeth mercy to all men, even though they be sinners. And though they devise with evil intent concerning him, by doing good he overcometh evil, being shielded by God:"
Testament of Benjamin,4,4,"and he loveth the righteous as his own soul. If any one is glorified, he envieth him not; if any one is enriched, he is not jealous; if any one is valiant, he praiseth him; the virtuous man he laudeth, on the poor man he hath mercy; on the weak he hath compassion; unto God he singeth praises. 5 As for him who hath the fear of God, he protecteth him as with a shield; him that loveth God he helpeth; him that rejecteth the Most High he admonisheth and turneth back; and him that hath the grace of a good spirit he loveth as his own soul."
Testament of Benjamin,5,1,"If, therefore, ye also have a good mind, then will both wicked men be at peace with you, and the profligate will reverence you and turn unto good; and the covetous will not only cease from"
Testament of Benjamin,5,2,"their inordinate desire, but even give the objects of their covetousness to them that are afflicted. If"
Testament of Benjamin,5,3,"ye do well, even the unclean spirits will flee from you; and the beasts will dread you. For where there is reverence for good works and light in the mind, even darkness fleeth away from him"
Testament of Benjamin,5,4,"For if any one does violence to a holy man, he repenteth; for the holy man is merciful to his reviler, and holdeth his peace."
Testament of Benjamin,5,5,"And if any one betrayeth a righteous man, the righteous man prayeth: though for a little he be humbled, yet not long after he appeareth far more glorious, as was Joseph my brother."
Testament of Benjamin,6,1,"The inclination of the good man is not in the power of the deceit of the spirit of Beliar, for the"
Testament of Benjamin,6,2,"angel of peace guideth his soul. And he gazeth not passionately upon corruptible things, nor"
Testament of Benjamin,6,3,"gathereth together riches through a desire of pleasure. He delighteth not in pleasure, [he grieveth for not his neighbour], he sateth not himself with luxuries, he erreth not in the uplifting of the eyes,"
Testament of Benjamin,6,4,"the Lord is his portion. The good inclination receiveth not glory nor dishonor from men, and it knoweth not any guile, or lie, or fighting or reviling; for the Lord dwelleth in him and lighteth up his"
Testament of Benjamin,6,5,"soul, and he rejoiceth towards all men alway. The good mind hath not two tongues, of blessing and of cursing, of contumely and of honor, of sorrow and of joy, of quietness and of confusion, of hypocrisy and of truth, [of poverty and of wealth]; but it hath one disposition, uncorrupt and pure, concerning all"
Testament of Benjamin,6,6,"men. It hath no double sight, nor double hearing; for in everything which he doeth, or speaketh, or"
Testament of Benjamin,6,7,"seeth, he knoweth that the Lord looketh on his soul. And he cleanseth his mind that he may not be condemned by men as well as by God. And in like manner the works of Beliar are twofold, and there is no singleness in them."
Testament of Benjamin,7,1,"Therefore, my children, I tell you, flee the malice of Beliar; for he giveth a sword to them that obey him."
Testament of Benjamin,7,2,"And the sword is the mother of seven evils. First the mind conceiveth through Beliar, and first there is bloodshed; secondly ruin; thirdly, tribulation; fourthly, exile; fifthly, dearth; sixthly, panic; seventhly, destruction. 3 Therefore was Cain also delivered over to seven vengeances by God, for in every hundred years the Lord brought one plague upon him."
Testament of Benjamin,7,4,"And when he was two hundred years old he began to suffer, and in the nine-hundredth year he was destroyed. For on account of Abel, his brother, with all the evils was he judged, but Lamech with seventy times seven."
Testament of Benjamin,7,5,"Because for ever those who are like Cain in envy and hatred of brethren, shall be punished with the same judgment."
Testament of Benjamin,8,1,"And do ye, my children, flee evil-doing, envy, and hatred of brethren, and cleave to goodness"
Testament of Benjamin,8,2,"and love. He that hath a pure mind in love, looketh not after a woman with a view to fornication; for he hath no defilement in his heart, because the Spirit of God resteth upon him."
Testament of Benjamin,8,3,"For as the sun is not defiled by shining on dung and mire, but rather drieth up both and driveth away the evil smell; so also the pure mind, though encompassed by the defilements of earth, rather cleanseth (them) and is not itself defiled."
Testament of Benjamin,9,1,"And I believe that there will be also evil-doings among you, from the words of Enoch the righteous: that ye shall commit fornication with the fornication of Sodom, and shall perish, all save a few, and shall renew wanton deeds with women; and the kingdom of the Lord shall not be among, you, for straightway He shall take it away. 2 Nevertheless the temple of God shall be in your portion, and the last (temple) shall be more glorious than the first. And the twelve tribes shall be gathered together there, and all the Gentiles, until the Most High shall send forth His salvation in the visitation of an only"
Testament of Benjamin,9,3,"begotten prophet. [And He shall enter into the [first] temple, and there shall the Lord be treated with outrage, and He shall be lifted up upon"
Testament of Benjamin,9,4,"a tree. And the veil of the temple shall be rent, and the Spirit of God shall pass on to the Gentiles"
Testament of Benjamin,9,5,"as fire poured forth. And He shall ascend from Hades and shall pass from earth into heaven. And I know how lowly He shall be upon earth, and how glorious in heaven.]"
Testament of Benjamin,10,1,"Now when Joseph was in Egypt, I longed to see his figure and the form of his countenance; and through the prayers of Jacob my father I saw him, while awake in the daytime, even his entire figure exactly as he was."
Testament of Benjamin,10,2,"And when he had said these things, he said unto them: Know ye, therefore, my children, that I am dying."
Testament of Benjamin,10,3,"Do ye, therefore, truth and righteousness each one to his neighbour, and judgement unto confirmation, and keep the law of the Lord and his commandments."
Testament of Benjamin,10,4,"For these things do I leave you instead of inheritance. Do ye also, therefore, give them to your"
Testament of Benjamin,10,5,"children for an everlasting possession; for so did both Abraham, and Isaac, and Jacob. For all these things they gave us for an inheritance, saying: Keep the commandments of God, until the Lord"
Testament of Benjamin,10,6,"shall reveal His salvation to all Gentiles. And then shall ye see Enoch, Noah, and Shem, and Abraham, and Isaac, and Jacob, rising on the right hand in gladness."
Testament of Benjamin,10,7,"Then shall we also rise, each one over our tribe, worshipping the King of heaven, [who appeared upon earth in the form of a man in humility. And as many as believe on Him on the earth"
Testament of Benjamin,10,8,"shall rejoice with Him]. Then also all men shall rise, some unto glory and some unto shame. And the Lord shall judge Israel first, for their unrighteousness; [for when He appeared as God in the flesh to deliver them they believed Him"
